city,state,country,lat,lng
Punta Gorda,FL,usa,26.9297836,-82.0453664
Titusville,FL,usa,28.6122187,-80.8075537
Palm Beach Gardens,FL,usa,26.8396096,-80.1019144
Holiday,FL,usa,28.18779,-82.7395454
Key West,FL,usa,24.5550593,-81.7799871
Merritt Island,FL,usa,28.3180688,-80.6659842
Palm Harbor,FL,usa,28.0780718,-82.7637127
Plant City,FL,usa,28.0186323,-82.1128641
Riverview,FL,usa,27.8661364,-82.3264809
Sunrise,FL,usa,26.1669711,-80.256595
Cocoa,FL,usa,28.3861159,-80.7419984
Jacksonville Beach,FL,usa,30.2841224,-81.3961338
Winter Haven,FL,usa,28.0222435,-81.7328567
Deerfield Beach,FL,usa,26.3184123,-80.0997657
Hialeah,FL,usa,25.8575963,-80.2781057
Sebring,FL,usa,27.495592,-81.440907
Stuart,FL,usa,27.197548,-80.2528257
Pinellas Park,FL,usa,27.8428025,-82.6995443
Port Richey,FL,usa,,
Port Saint Lucie,FL,usa,27.2730492,-80.3582261
Captiva,FL,usa,26.5220227,-82.1892614
Cocoa Beach,FL,usa,28.3200067,-80.6075513
Davenport,FL,usa,28.1614046,-81.6017417
Dunedin,FL,usa,28.0197404,-82.7717684
Apopka,FL,usa,28.6934076,-81.5322149
Cape Canaveral,FL,usa,28.3922182,-80.6077132
Navarre,FL,usa,30.4109342,-86.9123217
Satellite Beach,FL,usa,28.1761233,-80.5900519
Wesley Chapel,FL,usa,28.1983135,-82.3304509
Weston,FL,usa,26.1003654,-80.3997748
Land O'Lakes,FL,usa,28.2188992,-82.4575938
New Smyrna Beach,FL,usa,29.0258191,-80.9269984
Orange Park,FL,usa,30.1660736,-81.706484
Winter Park,FL,usa,28.5999998,-81.3392352
Winter Springs,FL,usa,28.6988853,-81.3081226
Milton,FL,usa,30.6324149,-87.0396881
Okeechobee,FL,usa,27.2439349,-80.8297828
Valrico,FL,usa,27.9462615,-82.2420317
Fort Pierce,FL,usa,27.4467056,-80.3256056
Melbourne Beach,FL,usa,28.0683496,-80.5603303
Zephyrhills,FL,usa,28.2336196,-82.1811947
Altamonte Springs,FL,usa,28.6611089,-81.3656242
Bonita Springs,FL,usa,26.339806,-81.7786972
Casselberry,FL,usa,28.677775,-81.3278455
Fort Walton Beach,FL,usa,30.4200708,-86.6170308
Jensen Beach,FL,usa,27.2544906,-80.2297697
Lake City,FL,usa,30.1896756,-82.6392899
Lantana,FL,usa,26.5867358,-80.0519859
Seminole,FL,usa,27.8397466,-82.7912134
St. Cloud,FL,usa,28.2489016,-81.2811801
St. George Island,FL,usa,29.6438166,-84.9130295
Dade City,FL,usa,28.3647248,-82.1959178
Gulf Breeze,FL,usa,30.3571438,-87.1638574
Port Orange,FL,usa,29.1383165,-80.9956105
Sebastian,FL,usa,27.816415,-80.4706078
Crestview,FL,usa,30.7541808,-86.5727995
Edgewater,FL,usa,28.9888754,-80.9022758
Marathon,FL,usa,24.726026,-81.0446262
Middleburg,FL,usa,30.0688512,-81.8603778
Oldsmar,FL,usa,28.0341847,-82.6650992
Palm City,FL,usa,27.1678268,-80.2661591
Parrish,FL,usa,27.5877496,-82.4254998
Coconut Creek,FL,usa,26.2517482,-80.1789351
DeLand,FL,usa,29.028318,-81.3031179
Ft. Myers,FL,usa,26.640628,-81.8723084
Lithia,FL,usa,27.8187623,-82.1496049
Miramar,FL,usa,25.9860762,-80.3035602
Oviedo,FL,usa,28.669997,-81.2081203
Ponte Vedra Beach,FL,usa,30.2400058,-81.3852595
Tarpon Springs,FL,usa,28.1461248,-82.7567679
The Villages,FL,usa,28.927019,-82.0037608
Leesburg,FL,usa,28.810823,-81.8778582
Lutz,FL,usa,28.1511243,-82.4614831
Margate,FL,usa,26.2445263,-80.206436
Oakland Park,FL,usa,26.1723065,-80.1319893
Dunnellon,FL,usa,29.0491426,-82.4609331
Hudson,FL,usa,28.3644485,-82.6934343
Indialantic,FL,usa,28.0894599,-80.5656079
Inverness,FL,usa,28.8354507,-82.3313955
Key Largo,FL,usa,25.0926205,-80.44204
North Miami,FL,usa,25.8900949,-80.1867138
North Miami Beach,FL,usa,25.9331488,-80.1625463
St. Petersburg Beach,FL,usa,27.7428134,-82.7504542
Aventura,FL,usa,25.9564812,-80.1392121
Coral Gables,FL,usa,25.7491968,-80.2635411
Hobe Sound,FL,usa,27.059498,-80.1364323
Lake Placid,FL,usa,27.2930999,-81.3628502
Loxahatchee,FL,usa,26.771624,-80.238888
Marco Island,FL,usa,25.9397412,-81.7075355
Nokomis,FL,usa,27.1192213,-82.4442629
Ruskin,FL,usa,27.7208633,-82.4331495
Saint Augustine,FL,usa,29.9012437,-81.3124341
Saint Petersburg,FL,usa,27.7676008,-82.6402915
Tamarac,FL,usa,26.2128609,-80.2497707
Winter Garden,FL,usa,28.5652787,-81.5861847
Fort Myers Beach,FL,usa,26.4520248,-81.948145
Hernando,FL,usa,28.8999815,-82.3745401
Homosassa,FL,usa,28.7813722,-82.6151001
Kendall,FL,usa,25.6660336,-80.357827
Lake Mary,FL,usa,28.7588833,-81.3178446
Palm Beach,FL,usa,26.7056206,-80.0364297
Seffner,FL,usa,27.9836329,-82.2756468
Arcadia,FL,usa,27.2158826,-81.8584164
Estero,FL,usa,26.438136,-81.8067523
Eustis,FL,usa,28.8527675,-81.6853534
Hallandale,FL,usa,25.9812024,-80.148379
Miami Lakes,FL,usa,25.9087056,-80.3086619
Niceville,FL,usa,30.5168639,-86.482172
Palmetto,FL,usa,27.5214269,-82.5723193
Shalimar,FL,usa,30.4457544,-86.5791189
Atlantic Beach,FL,usa,30.3344077,-81.398696
Belleview,FL,usa,29.0552578,-82.0623105
Cooper City,FL,usa,26.0573112,-80.271716
Crystal River,FL,usa,28.902479,-82.5926012
Haines City,FL,usa,28.1141841,-81.6178536
Indian Lake,FL,usa,27.8139151,-81.3784053
Indian Rocks Beach,FL,usa,27.8960019,-82.846561
Lake Buena Vista,FL,usa,28.3695351,-81.5261474
Opa Locka,FL,usa,25.9023168,-80.2503271
Parkland,FL,usa,26.3107774,-80.2532249
Poinciana,FL,usa,28.1573736,-81.4709358
Polk City,FL,usa,28.1825147,-81.8239676
Rockledge,FL,usa,28.3164498,-80.7269854
Saint Cloud,FL,usa,28.2489016,-81.2811801
Siesta Key,FL,usa,27.2669722,-82.546344
Tavares,FL,usa,28.8041579,-81.725632
Thonotosassa,FL,usa,28.0614065,-82.3023128
Apollo Beach,FL,usa,27.7730836,-82.4075935
Clearwater Beach,FL,usa,27.972065,-82.8285877
DeBary,FL,usa,28.8713443,-81.3289397
Fernandina Beach,FL,usa,30.6696818,-81.4625919
Flagler Beach,FL,usa,29.4749754,-81.1270035
Gibsonton,FL,usa,27.8536365,-82.382593
Live Oak,FL,usa,30.2949457,-82.98402
Maitland,FL,usa,28.6277767,-81.3631244
Mary Esther,FL,usa,30.4099215,-86.6630098
North Fort Myers,FL,usa,26.6672935,-81.8800861
North Lauderdale,FL,usa,26.217305,-80.2258811
Ocoee,FL,usa,28.5691677,-81.5439619
Pensacola Beach,FL,usa,30.3337006,-87.1411089
Port St Lucie,FL,usa,27.2730492,-80.3582261
Safety Harbor,FL,usa,27.9908529,-82.6931553
Sanibel Island,FL,usa,26.4433972,-82.1115119
South Daytona,FL,usa,29.1658158,-81.0044995
Weeki Wachee,FL,usa,28.5155513,-82.5728769
Williston,FL,usa,29.38747,-82.4467705
Champions Gate,FL,usa,28.2618525,-81.6178933
Citrus Springs,FL,usa,28.9974771,-82.4706548
Deland,FL,usa,29.028318,-81.3031179
Fleming Island,FL,usa,30.0847449,-81.7183733
Gulf of Mexico,FL,usa,27.3879038,-82.6405999
Hallandale Beach,FL,usa,25.9812024,-80.148379
Indian Harbour Beach,FL,usa,28.1489021,-80.5883855
Lakewood Ranch,FL,usa,27.4117037,-82.4285151
Lauderhill,FL,usa,26.1403635,-80.2133808
Longboat Key,FL,usa,27.4125417,-82.6589881
Lynn Haven,FL,usa,30.2454776,-85.648261
Navarre Beach,FL,usa,30.3819528,-86.8623721
Orange City,FL,usa,28.9488761,-81.2986741
Osprey,FL,usa,27.1961627,-82.4903748
Pace,FL,usa,30.5993603,-87.1610807
Palatka,FL,usa,29.6485801,-81.6375819
Palm Springs,FL,usa,26.6359009,-80.0961538
Ponte Vedra,FL,usa,30.2400058,-81.3852595
Temple Terrace,FL,usa,28.0352964,-82.3892596
Trenton,FL,usa,29.6132942,-82.8176203
Alligator Alley,FL,usa,26.1694695,-81.0200031
Beverly Hills,FL,usa,28.9169245,-82.4581536
Bushnell,FL,usa,28.6649924,-82.1128629
Cutler Bay,FL,usa,25.5808323,-80.3468593
Dania Beach,FL,usa,26.052311,-80.1439343
Dover,FL,usa,27.9941885,-82.2195344
Everglades,FL,usa,25.8582443,-81.3850695
Floral City,FL,usa,28.7499876,-82.2967581
Green Cove Springs,FL,usa,29.9919085,-81.6781467
Holmes Beach,FL,usa,27.4953156,-82.7109329
Lehigh,FL,usa,26.6253497,-81.6248026
Marianna,FL,usa,30.7743596,-85.2268735
Montverde,FL,usa,28.6002769,-81.673964
Mount Dora,FL,usa,28.8024918,-81.644519
North Palm Beach,FL,usa,26.8171165,-80.0590804
Santa Rosa Beach,FL,usa,30.3960324,-86.2288322
Silver Springs,FL,usa,29.2180314,-82.0561425
Springhill,FL,usa,28.4831682,-82.5369872
Starke,FL,usa,29.9441298,-82.1098275
Tequesta,FL,usa,26.9636401,-80.1121493
Wildwood,FL,usa,28.8655006,-82.0379317
Yulee,FL,usa,30.6319034,-81.6064866
Alachua,FL,usa,29.7938144,-82.4944226
Apalachicola,FL,usa,29.7257675,-84.9832435
Atlantic Ocean,FL,usa,27.6648274,-81.5157535
Auburndale,FL,usa,28.0652975,-81.7886906
Avon Park,FL,usa,27.5958672,-81.5061862
Bartow,FL,usa,27.8964147,-81.8431374
Big Pine Key,FL,usa,24.6698652,-81.353969
Bunnell,FL,usa,29.4660863,-81.2578416
Callahan,FL,usa,30.5621807,-81.8306621
Cape San Blas,FL,usa,29.6675478,-85.3524776
Cedar Key,FL,usa,29.1385785,-83.0351212
Chiefland,FL,usa,29.4749621,-82.8598421
Crawfordville,FL,usa,30.1944839,-84.3711207
Doral,FL,usa,25.8195424,-80.3553302
Eglin AFB,FL,usa,30.4635583,-86.5533382
Ft. Pierce,FL,usa,27.4467056,-80.3256056
Geneva,FL,usa,28.7397163,-81.1150616
Hastings,FL,usa,29.7180248,-81.5081338
High Springs,FL,usa,29.8269064,-82.5967832
Indian Shores,FL,usa,27.862801,-82.8484373
Jasper,FL,usa,30.5182727,-82.94819
Keystone Heights,FL,usa,29.7860769,-82.0314892
Lady Lake,FL,usa,28.9174855,-81.9228604
Malabar,FL,usa,28.0036298,-80.5656089
Micco,FL,usa,27.8760661,-80.501644
Mims,FL,usa,28.6655767,-80.8449828
Miramar Beach,FL,usa,30.374367,-86.3585578
Newberry,FL,usa,29.6463535,-82.6065023
Port St John,FL,usa,28.4769458,-80.7886657
Riviera Beach,FL,usa,26.7753405,-80.0580969
St. Augustine Beach,FL,usa,29.8446358,-81.2674159
Summerfield,FL,usa,29.0075671,-82.0204688
Sunny Isles Beach,FL,usa,25.9428707,-80.1233802
Tampa Bay,FL,usa,27.763383,-82.5436722
Tice,FL,usa,26.674793,-81.8150845
Wewahitchka,FL,usa,30.1127004,-85.2004716
Windermere,FL,usa,28.4955593,-81.5347952
Yeehaw Junction,FL,usa,27.6997448,-80.9043014
Alligator Point,FL,usa,29.8955733,-84.3820381
Anna Maria Island,FL,usa,27.5041264,-82.7144811
Babson Park,FL,usa,27.8319708,-81.5222974
Belle Glade,FL,usa,26.6845104,-80.6675577
Bryceville,FL,usa,30.3846821,-81.9387195
Buckhead Ridge,FL,usa,27.1303277,-80.8936735
Cantonment,FL,usa,30.6053644,-87.3446492
Chuluota,FL,usa,28.6418949,-81.1236544
Daytona,FL,usa,29.2108147,-81.0228331
Daytona Beach Shores,FL,usa,29.1760933,-80.9828323
DeFuniak Springs,FL,usa,30.7210227,-86.1152184
Debary,FL,usa,28.8713443,-81.3289397
Flagler,FL,usa,29.4086072,-81.2518833
Fort Lauderdale (near),FL,usa,26.1224386,-80.1373174
Frostproof,FL,usa,27.7458626,-81.5306313
Glen St. Mary,FL,usa,30.2757837,-82.1615179
Greenacres,FL,usa,26.6276276,-80.1353896
Hampton,FL,usa,29.8644091,-82.1309371
Havana,FL,usa,30.6238069,-84.414629
Hialeah Gardens,FL,usa,25.8650961,-80.3244957
Holly Hill,FL,usa,29.2435916,-81.0375555
Interlachen,FL,usa,29.6238574,-81.8903684
Islamorada,FL,usa,24.9242943,-80.6278364
Juno Beach,FL,usa,26.8797819,-80.0533743
Labelle,FL,usa,26.7617322,-81.4384092
Lake Alfred,FL,usa,28.091963,-81.7234114
Lake Panasoffkee,FL,usa,28.7876707,-82.1332818
Lighthouse Point,FL,usa,26.275636,-80.0872654
McAlpin,FL,usa,30.1391155,-82.9517958
Miami Shores,FL,usa,25.8631515,-80.1928253
Moore Haven,FL,usa,26.8331174,-81.0931234
Mulberry,FL,usa,27.8953038,-81.9734172
New Tampa,FL,usa,28.1103558,-82.366887
Ocklawaha,FL,usa,29.0427592,-81.9292505
Odessa,FL,usa,28.1793926,-82.5579537
Palmetto Bay,FL,usa,25.6217715,-80.3247748
Panama City (beach),FL,usa,30.1765914,-85.8054879
Port St. Joe,FL,usa,29.8118757,-85.302974
Saint Johns,FL,usa,30.0820653,-81.5471201
San Antonio,FL,usa,28.3361142,-82.2745307
South Beach,FL,usa,25.7826123,-80.1340772
St Augustine,FL,usa,29.9012437,-81.3124341
St Petersburg,FL,usa,27.7676008,-82.6402915
St. Johns,FL,usa,30.0820653,-81.5471201
St. Pete Beach,FL,usa,27.7428134,-82.7504542
Steinhatchee,FL,usa,29.6710597,-83.387638
Tampa (near),FL,usa,27.950575,-82.4571776
Treasure Island,FL,usa,27.7691937,-82.7689906
Trinity,FL,usa,28.1808458,-82.6817662
Umatilla,FL,usa,28.9294316,-81.6656305
Vero beach,FL,usa,27.6386434,-80.3972736
Wauchula,FL,usa,27.5472589,-81.8114715
West Melbourne,FL,usa,28.0716832,-80.6533878
Amelia Island,FL,usa,30.6265697,-81.460856
Anna Maria,FL,usa,27.5311474,-82.7334334
Anthony,FL,usa,29.2894703,-82.1116645
Argyle,FL,usa,30.7196336,-86.0443827
Baker,FL,usa,30.7971318,-86.681344
Baldwin,FL,usa,30.3027384,-81.9753865
Barefoot Bay,FL,usa,27.8879763,-80.524397
Basinger,FL,usa,27.4003186,-81.0164537
Boca raton,FL,usa,26.3683064,-80.1289321
Bokeelia,FL,usa,26.7056266,-82.1589815
Bonifay,FL,usa,30.7918559,-85.6796533
Bowling Green,FL,usa,27.6383673,-81.8239717
Bradenton Beach,FL,usa,27.4682549,-82.6993631
Celebration,FL,usa,28.3188815,-81.5407793
Coral Spring,FL,usa,26.271192,-80.2706044
Crystal Beach,FL,usa,28.0905039,-82.7792057
Cudjoe Key,FL,usa,24.6715318,-81.4984176
Daytona beach,FL,usa,29.2108147,-81.0228331
Duck Key,FL,usa,24.7709723,-80.9120139
Ellenton,FL,usa,27.521705,-82.5275963
Fern Park,FL,usa,28.6486372,-81.3513336
Florida (central),FL,usa,28.0582985,-81.8661442
Florida City,FL,usa,25.4478898,-80.4792237
Fort White,FL,usa,29.9232908,-82.7137327
Freeport,FL,usa,30.4982516,-86.1360517
Ft. Myers Beach,FL,usa,,
Ft. Walton Beach,FL,usa,30.4200708,-86.6170308
Golden Beach,FL,usa,25.9650919,-80.1222671
Grant-Valkaria,FL,usa,27.939804,-80.571043
Groveland,FL,usa,28.5580546,-81.8511889
Gulf breeze,FL,usa,30.3571438,-87.1638574
Hollywood Beach,FL,usa,26.0086787,-80.1170355
Holopaw,FL,usa,28.135847,-81.07613
Indian Lake Estates,FL,usa,27.8139151,-81.3784053
Indian Rocks beach,FL,usa,27.8960019,-82.846561
Indiatlantic,FL,usa,28.0894599,-80.5656079
Interstate 10,FL,usa,30.5481344,-84.6191692
JACKSONVILLE,FL,usa,30.3321838,-81.655651
Jennings,FL,usa,30.6039535,-83.0981618
Keaton Beach,FL,usa,29.8243861,-83.5948677
Kennedy Space Center,FL,usa,28.5864641,-80.6564001
Kenneth City,FL,usa,27.8155812,-82.7201004
Key Biscayne,FL,usa,25.693713,-80.1628248
Key Colony Beach,FL,usa,24.7209744,-81.0186827
Lake Okeechoobee,FL,usa,26.9689536,-80.7975834
Lake Park,FL,usa,26.8003398,-80.0664305
Lake worth,FL,usa,26.6167555,-80.0684479
Land O Lakes,FL,usa,28.2188992,-82.4575938
Lauderdale-By-The-Sea,FL,usa,26.192028,-80.0964326
Little Torch Key,FL,usa,24.6656384,-81.3906275
Manasota Key,FL,usa,26.9250629,-82.3606349
Marathon Key,FL,usa,24.726026,-81.0446262
Mexico Beach,FL,usa,29.9479833,-85.4179766
Miami (Kendall),FL,usa,25.6660336,-80.357827
Miami (Key Biscayne),FL,usa,25.693713,-80.1628248
Miami Gardens,FL,usa,25.9420377,-80.2456045
Micanopy,FL,usa,29.504692,-82.2798227
Morriston,FL,usa,29.2814888,-82.438097
Myakka City,FL,usa,27.3500393,-82.1625611
N Ft Myers,FL,usa,26.6672935,-81.8800861
New port richey,FL,usa,28.2441768,-82.7192671
North Ft. Myers,FL,usa,26.6672935,-81.8800861
O'Brien,FL,usa,30.0383154,-82.9404453
Ochlocknee Bay,FL,usa,29.9849275,-84.4210106
Old Town,FL,usa,29.601657,-82.9819282
Orange Lake,FL,usa,29.4235826,-82.2167642
Oxford,FL,usa,28.9274834,-82.0373039
Panama city,FL,usa,30.1588129,-85.6602058
Perdido Key,FL,usa,30.3035037,-87.4273172
Perrine,FL,usa,25.5998322,-80.3550766
Perry,FL,usa,30.1115662,-83.5821063
Pierson,FL,usa,29.2394229,-81.4656252
Pinellas,FL,usa,27.876394,-82.7778579
Pinellas park,FL,usa,27.8428025,-82.6995443
Pompano,FL,usa,26.2378597,-80.1247667
Ponce Inlet,FL,usa,29.0963729,-80.9369983
Port St. John,FL,usa,28.4769458,-80.7886657
Pt. St. Lucie,FL,usa,27.2730492,-80.3582261
Rotonda West,FL,usa,26.8836752,-82.2900944
Sanibel,FL,usa,26.4489695,-82.0223137
Satsuma,FL,usa,29.5549701,-81.6559137
Sawgrass,FL,usa,30.1927427,-81.3706368
Sebastian Inlet,FL,usa,27.860302,-80.4472737
Sorrento,FL,usa,28.80777,-81.5636838
South Daytona Beach,FL,usa,29.1953588,-81.0266779
South Tampa,FL,usa,27.9339218,-82.5057699
Spring hill,FL,usa,28.4831682,-82.5369872
St augustine,FL,usa,29.9012437,-81.3124341
St. James City,FL,usa,26.497579,-82.0784257
Summerland Key,FL,usa,24.6613356,-81.4448502
Sun City Center,FL,usa,27.718086,-82.351759
Surfside,FL,usa,25.8784284,-80.1256007
Tarpon springs,FL,usa,28.1461248,-82.7567679
Valparaiso,FL,usa,30.5085309,-86.5027282
Viera,FL,usa,28.2666258,-80.7290559
Warrington,FL,usa,30.3840876,-87.2749721
Wellborn,FL,usa,30.2304453,-82.8192807
West Palm beach,FL,usa,26.7153424,-80.0533746
Westville,FL,usa,30.7746326,-85.8516005
Wilton Manors,FL,usa,26.1603626,-80.138934
Yankeetown,FL,usa,29.0299729,-82.7159396
orlando,FL,usa,28.5383832,-81.3789269
palm bay,FL,usa,28.0344621,-80.5886646
sarasota,FL,usa,27.336465,-82.5310117
unknown,FL,usa,27.6648274,-81.5157535
Adamsville,FL,usa,28.8034251,-82.0270202
Alachua County,FL,usa,29.6579549,-82.3017728
Alford,FL,usa,30.6938049,-85.3921505
Alligator Alley/Miami,FL,usa,25.7616798,-80.1917902
Altha (near),FL,usa,30.5704721,-85.1271442
Alturas (SE of),FL,usa,27.9797244,-80.6422712
Anclote Key State Park,FL,usa,28.1662334,-82.8441165
Apollo beach,FL,usa,27.7730836,-82.4075935
Apopka (Orlando),FL,usa,28.6934076,-81.5322149
Apopka (near),FL,usa,28.6934076,-81.5322149
Arcadia (outskirts of),FL,usa,27.2158826,-81.8584164
Archer,FL,usa,29.5299677,-82.5189969
Aripeka,FL,usa,28.4323921,-82.6644072
Auburndale/Winter Haven,FL,usa,28.0652975,-81.7886906
Augustine (at),FL,usa,29.9012437,-81.3124341
Aventura (N.Miami Beach),FL,usa,25.9257379,-80.1563121
Aventura Miami,FL,usa,25.9564812,-80.1392121
Avon,FL,usa,27.5958672,-81.5061862
"Avon Park (N of, to as far S of L. Placid)",FL,usa,27.5958672,-81.5061862
Avon park,FL,usa,27.5958672,-81.5061862
BOYNTON beach,FL,usa,26.5317866,-80.0905465
BRADENTON,FL,usa,27.4989278,-82.5748194
BRANDON,FL,usa,27.937801,-82.2859247
Bagdad,FL,usa,30.5988048,-87.0310767
Bartow/Mulberry,FL,usa,27.8953038,-81.9734172
Bay Lake,FL,usa,28.3886186,-81.5659069
Bay Point Park (Radio Marti),FL,usa,27.3276925,-82.5395513
Bell,FL,usa,29.7555125,-82.8626239
Beverly Beach,FL,usa,29.5146969,-81.1445045
Big Coppitt,FL,usa,24.5965342,-81.6600883
Big Coppitt Key,FL,usa,24.5965342,-81.6600883
Big Cypress Parks,FL,usa,26.1558174,-81.2668458
Big Cypress preserve,FL,usa,26.214506,-81.302708
Big cypress national preserve,FL,usa,26.214506,-81.302708
Bithlo,FL,usa,28.5547225,-81.106452
Blountstown,FL,usa,30.4435293,-85.0451953
Boca Grande,FL,usa,26.7490152,-82.2616717
Boca Raton (Military trail),FL,usa,26.3722612,-80.1210302
Bonifay (near),FL,usa,30.7918559,-85.6796533
Bonita Springs (in the east as seen from),FL,usa,26.339806,-81.7786972
Boynton Beach/Wellington,FL,usa,26.5317866,-80.0905465
Boynton beach,FL,usa,26.5317866,-80.0905465
Bradenton (northeast area of),FL,usa,27.4989278,-82.5748194
Bradenton/Palmetto,FL,usa,27.5214269,-82.5723193
Bradenton/Sarasota,FL,usa,27.3959334,-82.5185837
Brandford,FL,usa,29.9591183,-82.9281833
Brewton,FL,usa,27.6648274,-81.5157535
Brooksville (10 miles east of),FL,usa,28.5552719,-82.3878709
Brooksville (Withlacoochie Forest),FL,usa,28.5552719,-82.3878709
Broward County,FL,usa,26.190096,-80.365865
Broward County (I-75 westbound),FL,usa,26.1462079,-80.6145756
Buckhead Ridge (Okeechobee),FL,usa,27.2439349,-80.8297828
Bunnell/Palm Coast,FL,usa,29.4660863,-81.2578416
CLEARWATER,FL,usa,27.9658533,-82.8001026
CORAL SPRING,FL,usa,26.271192,-80.2706044
Callaway,FL,usa,30.1453538,-85.5743227
Canal Point,FL,usa,26.8592258,-80.6336676
Cannis City,FL,usa,27.6648274,-81.5157535
Cantoma,FL,usa,27.6648274,-81.5157535
Cape Coral/Punta Gorda,FL,usa,26.9297836,-82.0453664
Cape Kennedy (@ Imax Theatre 1),FL,usa,28.3922182,-80.6077132
Cape coral,FL,usa,26.5628537,-81.9495331
Capitola,FL,usa,30.450833,-84.088056
Captiva Island,FL,usa,26.5275781,-82.1948171
Caribbean Sea,FL,usa,27.6648274,-81.5157535
Carol City,FL,usa,25.9395677,-80.2784745
Carrabelle,FL,usa,29.8532645,-84.664348
Carrabelle Florida,FL,usa,29.8532645,-84.664348
Carrollwood,FL,usa,28.0544223,-82.5131717
Casey Key (north end of),FL,usa,27.1500534,-82.4806525
Cayo Costa state park/ gulf of mexico,FL,usa,27.6648274,-81.5157535
Central Florida,FL,usa,28.0582985,-81.8661442
Central Florida (Melbourn to West Palm to Orlando),FL,usa,28.5383832,-81.3789269
Century,FL,usa,30.9732384,-87.2638628
Charlotte City/Sarasota (between; on Hwy. 75),FL,usa,27.336465,-82.5310117
Chattahoochee,FL,usa,30.7051916,-84.8429759
Chermont,FL,usa,28.5494447,-81.7728543
Chipley,FL,usa,30.7818584,-85.538541
Chipley (15 miles southeast of),FL,usa,30.7818584,-85.538541
Choctaw Beach,FL,usa,30.4713089,-86.3432794
Chokoloskee,FL,usa,25.8128798,-81.3620233
Chrystal River,FL,usa,28.902479,-82.5926012
Citra,FL,usa,29.4119166,-82.1098156
"Citrus Park, Tampa",FL,usa,28.0783497,-82.5698192
Citrus springs,FL,usa,28.9974771,-82.4706548
Clearwater/Palm Harbor,FL,usa,28.0780718,-82.7637127
Clermont (near),FL,usa,28.5494447,-81.7728543
Clermont 4 corners,FL,usa,28.5494447,-81.7728543
Clermont Hwy 27 12 mi.south,FL,usa,26.0077013,-80.4328715
Coast of Fort Lauderdale,FL,usa,26.1224386,-80.1373174
Coco/St. Cloud (between),FL,usa,28.2489016,-81.2811801
Cocoa Beach (near),FL,usa,28.3200067,-80.6075513
Cocoa Beach/Cape Canaveral,FL,usa,28.3926966,-80.5968251
Cocoa/Merritt Islands (between),FL,usa,28.37531,-80.7032367
Coconut Grove/Miami,FL,usa,25.7355248,-80.2377186
Coquina Key,FL,usa,27.7301797,-82.6307869
Coral springs,FL,usa,26.271192,-80.2706044
Cortez,FL,usa,27.4692058,-82.6862105
Crescent Beach,FL,usa,29.76886,-81.2536786
Cross City,FL,usa,29.6337184,-83.1232578
Crystal river,FL,usa,28.902479,-82.5926012
Cutler Bay or Miami,FL,usa,25.5808323,-80.3468593
Cutler Bay/Miami,FL,usa,25.5808323,-80.3468593
Cutler Ridge,FL,usa,25.5808323,-80.3468593
DEERFIELD BEACH,FL,usa,26.3184123,-80.0997657
Dade City (near),FL,usa,28.3647248,-82.1959178
Dade County,FL,usa,25.5516034,-80.6326916
Dania,FL,usa,26.052311,-80.1439343
Dania Beach (fishing pier),FL,usa,26.052311,-80.1439343
Davie (Shenandoah area),FL,usa,26.1111032,-80.3343624
Davie (heading to Hollywood/Ft. Lauderdale),FL,usa,26.0112014,-80.1494901
Davie/Plantation,FL,usa,26.1275862,-80.2331036
Davnport. Fl,FL,usa,28.1614046,-81.6017417
Daytona (South Daytona Beach),FL,usa,29.1658158,-81.0044995
Daytona (south),FL,usa,29.1658158,-81.0044995
Daytona Bch,FL,usa,29.2108147,-81.0228331
Daytona Beach (outside limits of),FL,usa,29.2108147,-81.0228331
Daytona Beach to Tampa,FL,usa,27.950575,-82.4571776
Daytona beach shores,FL,usa,29.1760933,-80.9828323
De Funiak Springs,FL,usa,30.7210227,-86.1152184
DeBary (central FL),FL,usa,28.8713443,-81.3289397
DeLeon Springs,FL,usa,29.1194268,-81.3514536
Dean City,FL,usa,27.6648274,-81.5157535
Deep Creek (Punta Gorda),FL,usa,27.025717,-82.011167
Deer Park,FL,usa,28.091111,-80.898056
Deer River,FL,usa,27.6648274,-81.5157535
Deerfield,FL,usa,26.3184123,-80.0997657
Defuniak Springs,FL,usa,30.7210227,-86.1152184
Delary Beach,FL,usa,26.4614625,-80.0728201
Deleon Springs,FL,usa,29.1194268,-81.3514536
Delray,FL,usa,26.4614625,-80.0728201
Demands,FL,usa,27.6648274,-81.5157535
Destin (near),FL,usa,30.3935337,-86.4957833
Destin/Madison (between),FL,usa,30.3935337,-86.4957833
"Doral, in Miami florida",FL,usa,25.8195424,-80.3553302
Dundee (5 miles east of),FL,usa,28.0225206,-81.6192432
Dundee/ Lake Wales,FL,usa,28.0225206,-81.6192432
Dunellon,FL,usa,29.0491426,-82.4609331
Durham,FL,usa,27.6648274,-81.5157535
East Palatka,FL,usa,29.6583026,-81.5984139
Eau Gallie,FL,usa,28.1291097,-80.6302721
Eglin Air Force Base,FL,usa,30.4635583,-86.5533382
Elkton,FL,usa,29.7829858,-81.4258833
Epcot Center (Walt Diseny World),FL,usa,28.3764687,-81.5494034
"Everglades (I-75, MM 60)",FL,usa,26.1263072,-80.3639581
Everglades (on Aligator Alley),FL,usa,26.1694695,-81.0200031
Everglades turnpike south,FL,usa,25.745929,-80.5549561
